             lon,lat,ele
                        138.742295,                        -34.996974,                        448.617
                        138.742295,                        -34.996974,                        448.617
                        138.741753,                        -34.996711,                        451.926
                        138.741491,                        -34.996576,                        452.466
                        138.741491,                        -34.996576,                        452.466
                        138.740964,                        -34.99629,                        454.131
                        138.740709,                        -34.996151,                        455.287
                        138.740709,                        -34.996151,                        455.287
                        138.740198,                        -34.995865,                        457.028
                        138.739936,                        -34.995729,                        457.569
                        138.739936,                        -34.995729,                        457.569
                        138.739403,                        -34.995477,                        459.184
                        138.739125,                        -34.99535,                        460.224
                        138.739125,                        -34.99535,                        460.224
                        138.738564,                        -34.995142,                        461.67
                        138.738272,                        -34.995052,                        462.043
                        138.738272,                        -34.995052,                        462.043
                        138.737683,                        -34.994919,                        463.886
                        138.737378,                        -34.994866,                        463.592
                        138.737378,                        -34.994866,                        463.592
                        138.737073,                        -34.994828,                        464.446
                        138.736449,                        -34.994781,                        466.643
                        138.736449,                        -34.994781,                        466.643
                        138.735828,                        -34.994793,                        468.24
                        138.73551,                        -34.994821,                        468.992
                        138.73551,                        -34.994821,                        468.992
                        138.734892,                        -34.994907,                        471.136
                        138.734591,                        -34.994964,                        472.528
                        138.734591,                        -34.994964,                        472.528
                        138.733992,                        -34.995122,                        473.566
                        138.733709,                        -34.995223,                        475.016
                        138.733709,                        -34.995223,                        475.016
                        138.733151,                        -34.995451,                        477.367
                        138.732877,                        -34.995577,                        478.268
                        138.732877,                        -34.995577,                        478.268
                        138.732352,                        -34.995855,                        481.326
                        138.732102,                        -34.995999,                        482.91
                        138.732102,                        -34.995999,                        482.91
                        138.731585,                        -34.99628,                        485.428
                        138.731335,                        -34.996424,                        487.012
                        138.731335,                        -34.996424,                        487.012
                        138.730827,                        -34.996709,                        488.992
                        138.730568,                        -34.996849,                        491.116
                        138.730568,                        -34.996849,                        491.116
                        138.730067,                        -34.997123,                        493.138
                        138.729808,                        -34.997263,                        495.263
                        138.729808,                        -34.997263,                        495.263
                        138.729299,                        -34.997533,                        497.826
                        138.729048,                        -34.99767,                        498.838
                        138.729048,                        -34.99767,                        498.838
                        138.728538,                        -34.997925,                        501.984
                        138.728279,                        -34.998051,                        502.963
                        138.728279,                        -34.998051,                        502.963
                        138.727762,                        -34.99831,                        505.494
                        138.727495,                        -34.998432,                        507.013
                        138.727495,                        -34.998432,                        507.013
                        138.726976,                        -34.998669,                        509.554
                        138.726709,                        -34.998784,                        510.5
                        138.726709,                        -34.998784,                        510.5
                        138.726175,                        -34.999022,                        512.967
                        138.725909,                        -34.999152,                        513.331
                        138.725909,                        -34.999152,                        513.331
                        138.725391,                        -34.999374,                        514.726
                        138.725131,                        -34.999478,                        515.715
                        138.725131,                        -34.999478,                        515.715
                        138.724628,                        -34.999685,                        516.038
                        138.724368,                        -34.999781,                        516.454
                        138.724368,                        -34.999781,                        516.454
                        138.723857,                        -34.999977,                        516.745
                        138.72359,                        -35.000078,                        516.546
                        138.72359,                        -35.000078,                        516.546
                        138.723055,                        -35.000271,                        517.303
                        138.722788,                        -35.000371,                        517.103
                        138.722788,                        -35.000371,                        517.103
                        138.722253,                        -35.00055,                        516.714
                        138.721993,                        -35.000639,                        516.557
                        138.721993,                        -35.000639,                        516.557
                        138.721474,                        -35.000817,                        516.243
                        138.721207,                        -35.000902,                        514.897
                        138.721207,                        -35.000902,                        514.897
                        138.720656,                        -35.001074,                        513.86
                        138.720388,                        -35.001152,                        513.671
                        138.720388,                        -35.001152,                        513.671
                        138.719838,                        -35.001324,                        512.634
                        138.71957,                        -35.001402,                        512.445
                        138.71957,                        -35.001402,                        512.445
                        138.719018,                        -35.001552,                        511.418
                        138.71875,                        -35.00163,                        511.229
                        138.71875,                        -35.00163,                        511.229
                        138.718199,                        -35.001779,                        510.203
                        138.717915,                        -35.001851,                        509.366
                        138.717915,                        -35.001851,                        509.366
                        138.717355,                        -35.001982,                        509.463
                        138.717077,                        -35.002035,                        509.824
                        138.717077,                        -35.002035,                        509.824
                        138.716498,                        -35.002093,                        509.299
                        138.716211,                        -35.002091,                        509.645
                        138.716211,                        -35.002091,                        509.645
                        138.715642,                        -35.002046,                        509.813
                        138.715368,                        -35.001999,                        510.251
                        138.715368,                        -35.001999,                        510.251
                        138.714833,                        -35.001854,                        510.647
                        138.714573,                        -35.001762,                        511.178
                        138.714573,                        -35.001762,                        511.178
                        138.71412,                        -35.001544,                        512.591
                        138.713912,                        -35.001418,                        513.398
                        138.713912,                        -35.001418,                        513.398
                        138.713519,                        -35.001161,                        513.974
                        138.713334,                        -35.001024,                        514.898
                        138.713334,                        -35.001024,                        514.898
                        138.712955,                        -35.000744,                        517.287
                        138.71277,                        -35.000599,                        517.638
                        138.71277,                        -35.000599,                        517.638
                        138.712399,                        -35.000323,                        519.487
                        138.712199,                        -35.000186,                        520.336
                        138.712199,                        -35.000186,                        520.336
                        138.711805,                        -34.999929,                        522.643
                        138.711597,                        -34.999803,                        523.451
                        138.711597,                        -34.999803,                        523.451
                        138.711166,                        -34.999566,                        526.139
                        138.710951,                        -34.999459,                        527.479
                        138.710951,                        -34.999459,                        527.479
                        138.710498,                        -34.999255,                        530.043
                        138.71026,                        -34.99916,                        531.266
                        138.71026,                        -34.99916,                        531.266
                        138.709792,                        -34.998986,                        534.32
                        138.709547,                        -34.998902,                        535.502
                        138.709547,                        -34.998902,                        535.502
                        138.709066,                        -34.998766,                        537.89
                        138.708822,                        -34.998696,                        538.489
                        138.708822,                        -34.998696,                        538.489
                        138.708334,                        -34.998586,                        541.983
                        138.708084,                        -34.998542,                        541.959
                        138.708084,                        -34.998542,                        541.959
                        138.707583,                        -34.998484,                        544.204
                        138.707325,                        -34.998466,                        545.285
                        138.707325,                        -34.998466,                        545.285
                        138.706827,                        -34.998445,                        546.94
                        138.706594,                        -34.998452,                        547.547
                        138.706594,                        -34.998452,                        547.547
                        138.706144,                        -34.998481,                        549.983
                        138.705943,                        -34.998501,                        550.157
                        138.705943,                        -34.998501,                        550.157
                        138.705548,                        -34.998554,                        552.268
                        138.705363,                        -34.998582,                        553.09
                        138.705363,                        -34.998582,                        -1000
                        138.705007,                        -34.998645,                        555.384
                        138.704845,                        -34.998675,                        555.741
                        138.704845,                        -34.998675,                        555.741
                        138.704521,                        -34.998737,                        558.185
                        138.704359,                        -34.998768,                        558.542
                        138.704359,                        -34.998768,                        558.542
                        138.704041,                        -34.998825,                        561.602
                        138.703888,                        -34.998867,                        561.992
                        138.703888,                        -34.998867,                        561.992
                        138.703579,                        -34.998928,                        564.511
                        138.703417,                        -34.998959,                        564.868
                        138.703417,                        -34.998959,                        564.868
                        138.703108,                        -34.999013,                        566.814
                        138.702953,                        -34.999032,                        567.213
                        138.702953,                        -34.999032,                        567.213
                        138.702658,                        -34.999056,                        568.669
                        138.702543,                        -34.999078,                        568.678
                        138.702543,                        -34.999078,                        568.678
                        138.702368,                        -34.999168,                        570.09
                        138.702332,                        -34.999232,                        570.454
                        138.702332,                        -34.999232,                        570.454
                        138.702355,                        -34.999408,                        570.458
                        138.702413,                        -34.999491,                        571.263
                        138.702413,                        -34.999491,                        571.263
                        138.702561,                        -34.999692,                        572.43
                        138.702628,                        -34.999808,                        573.258
                        138.702628,                        -34.999808,                        573.258
                        138.702762,                        -35.00004,                        573.186
                        138.702829,                        -35.000163,                        574.588
                        138.702829,                        -35.000163,                        574.588
                        138.702956,                        -35.000406,                        576.203
                        138.703007,                        -35.000529,                        577.531
                        138.703007,                        -35.000529,                        577.531
                        138.703111,                        -35.000791,                        579.604
                        138.703139,                        -35.000927,                        580.815
                        138.703139,                        -35.000927,                        580.815
                        138.703136,                        -35.001192,                        580.635
                        138.703103,                        -35.001329,                        581.547
                        138.703103,                        -35.001329,                        581.547
                        138.702975,                        -35.001591,                        581.924
                        138.70288,                        -35.001723,                        581.964
                        138.70288,                        -35.001723,                        581.964
                        138.702634,                        -35.001955,                        581.794
                        138.702507,                        -35.002066,                        581.693
                        138.702507,                        -35.002066,                        581.693
                        138.702244,                        -35.002261,                        582.04
                        138.702116,                        -35.002357,                        582.521
                        138.702116,                        -35.002357,                        582.521
                        138.701861,                        -35.002557,                        582.327
                        138.701735,                        -35.00266,                        581.653
                        138.701735,                        -35.00266,                        581.653
                        138.701496,                        -35.002881,                        581.525
                        138.701393,                        -35.003002,                        581.532
                        138.701393,                        -35.003002,                        581.532
                        138.701178,                        -35.003226,                        580.939
                        138.701075,                        -35.003347,                        580.946
                        138.701075,                        -35.003347,                        580.946
                        138.700884,                        -35.003581,                        580.462
                        138.700789,                        -35.003698,                        579.355
                        138.700789,                        -35.003698,                        579.355
                        138.700598,                        -35.003932,                        578.87
                        138.700503,                        -35.004049,                        577.763
                        138.700503,                        -35.004049,                        577.763
                        138.700312,                        -35.004283,                        577.279
                        138.700217,                        -35.0044,                        576.172
                        138.700217,                        -35.0044,                        576.172
                        138.700026,                        -35.004627,                        575.114
                        138.69993,                        -35.004744,                        575.737
                        138.69993,                        -35.004744,                        575.737
                        138.699724,                        -35.004979,                        575.178
                        138.699628,                        -35.005096,                        575.801
                        138.699628,                        -35.005096,                        575.801
                        138.699444,                        -35.005326,                        575.933
                        138.699341,                        -35.005447,                        575.94
                        138.699341,                        -35.005447,                        575.94
                        138.699149,                        -35.005674,                        576.613
                        138.699046,                        -35.005795,                        576.621
                        138.699046,                        -35.005795,                        576.621
                        138.698869,                        -35.006021,                        577.368
                        138.698774,                        -35.006138,                        576.262
                        138.698774,                        -35.006138,                        576.262
                        138.698599,                        -35.006372,                        575.854
                        138.698511,                        -35.006485,                        575.363
                        138.698511,                        -35.006485,                        575.363
                        138.698367,                        -35.006732,                        574.522
                        138.698319,                        -35.006855,                        574.213
                        138.698319,                        -35.006855,                        574.213
                        138.698308,                        -35.007102,                        571.7
                        138.698361,                        -35.007226,                        571.299
                        138.698361,                        -35.007226,                        571.299
                        138.698496,                        -35.00745,                        568.926
                        138.698588,                        -35.007569,                        567.56
                        138.698588,                        -35.007569,                        567.56
                        138.698746,                        -35.007796,                        566.451
                        138.698798,                        -35.007912,                        565.476
                        138.698798,                        -35.007912,                        565.476
                        138.69885,                        -35.008164,                        563.836
                        138.69884,                        -35.008282,                        562.563
                        138.69884,                        -35.008282,                        562.563
                        138.698752,                        -35.008546,                        560.824
                        138.698681,                        -35.008674,                        559.826
                        138.698681,                        -35.008674,                        559.826
                        138.698531,                        -35.008932,                        557.215
                        138.698453,                        -35.009064,                        553.872
                        138.698453,                        -35.009064,                        553.872
                        138.69829,                        -35.009337,                        548.875
                        138.698212,                        -35.009468,                        547.262
                        138.698212,                        -35.009468,                        547.262
                        138.698093,                        -35.009711,                        543.653
                        138.698052,                        -35.00983,                        542.231
                        138.698052,                        -35.00983,                        542.231
                        138.698019,                        -35.010082,                        539.029
                        138.698041,                        -35.010213,                        537.324
                        138.698041,                        -35.010213,                        537.324
                        138.698194,                        -35.010459,                        533.288
                        138.698287,                        -35.010585,                        530.768
                        138.698287,                        -35.010585,                        530.768
                        138.698464,                        -35.010848,                        527.414
                        138.698534,                        -35.010993,                        525.351
                        138.698534,                        -35.010993,                        525.351
                        138.698573,                        -35.011305,                        521.309
                        138.698559,                        -35.011464,                        518.831
                        138.698559,                        -35.011464,                        518.831
                        138.698512,                        -35.011752,                        514.964
                        138.698488,                        -35.011885,                        513.035
                        138.698488,                        -35.011885,                        513.035
                        138.698449,                        -35.012185,                        509.202
                        138.698434,                        -35.012329,                        507.307
                        138.698434,                        -35.012329,                        507.307
                        138.698395,                        -35.012621,                        502.9
                        138.698379,                        -35.012765,                        501.005
                        138.698379,                        -35.012765,                        501.005
                        138.698286,                        -35.013047,                        496.341
                        138.698223,                        -35.013178,                        494.804
                        138.698223,                        -35.013178,                        494.804
                        138.698049,                        -35.013419,                        491.514
                        138.697954,                        -35.013536,                        490.409
                        138.697954,                        -35.013536,                        490.409
                        138.697756,                        -35.013774,                        489.314
                        138.697653,                        -35.013895,                        489.324
                        138.697653,                        -35.013895,                        489.324
                        138.697424,                        -35.014141,                        488.654
                        138.697312,                        -35.014252,                        488.631
                        138.697312,                        -35.014252,                        488.631
                        138.697075,                        -35.014487,                        487.928
                        138.696947,                        -35.014583,                        488.413
                        138.696947,                        -35.014583,                        488.413
                        138.696659,                        -35.014747,                        488.666
                        138.696515,                        -35.014814,                        488.511
                        138.696515,                        -35.014814,                        488.511
                        138.696194,                        -35.014941,                        489.206
                        138.696042,                        -35.015005,                        489.591
                        138.696042,                        -35.015005,                        489.591
                        138.695728,                        -35.015121,                        490.327
                        138.695575,                        -35.015185,                        490.712
                        138.695575,                        -35.015185,                        490.712
                        138.695255,                        -35.015313,                        491.408
                        138.695095,                        -35.01538,                        491.178
                        138.695095,                        -35.01538,                        491.178
                        138.69479,                        -35.015522,                        493.096
                        138.694637,                        -35.015593,                        494.055
                        138.694637,                        -35.015593,                        494.055
                        138.694339,                        -35.015731,                        496.588
                        138.694202,                        -35.015809,                        498.196
                        138.694202,                        -35.015809,                        498.196
                        138.69393,                        -35.015972,                        498.526
                        138.693785,                        -35.016054,                        499.518
                        138.693785,                        -35.016054,                        499.518
                        138.693514,                        -35.016217,                        498.119
                        138.693371,                        -35.016298,                        497.382
                        138.693371,                        -35.016298,                        497.382
                        138.693091,                        -35.016428,                        494.228
                        138.692946,                        -35.016451,                        492.36
                        138.692946,                        -35.016451,                        492.36
                        138.692644,                        -35.016442,                        490.336
                        138.692465,                        -35.016436,                        489.483
                        138.692465,                        -35.016436,                        489.483
                        138.692117,                        -35.016421,                        486.662
                        138.691923,                        -35.016416,                        485.734
                        138.691923,                        -35.016416,                        485.734
                        138.691566,                        -35.016375,                        483.462
                        138.691394,                        -35.016351,                        482.076
                        138.691394,                        -35.016351,                        482.076
                        138.691051,                        -35.016295,                        480.461
                        138.690879,                        -35.016256,                        479.657
                        138.690879,                        -35.016256,                        479.657
                        138.690543,                        -35.016182,                        477.51
                        138.690378,                        -35.016132,                        476.748
                        138.690378,                        -35.016132,                        476.748
                        138.690028,                        -35.016072,                        473.944
                        138.689858,                        -35.01607,                        472.551
                        138.689858,                        -35.01607,                        472.551
                        138.689504,                        -35.016132,                        471.395
                        138.689335,                        -35.016167,                        471.141
                        138.689335,                        -35.016167,                        471.141
                        138.688991,                        -35.016255,                        469.436
                        138.688822,                        -35.016289,                        469.183
                        138.688822,                        -35.016289,                        469.183
                        138.688485,                        -35.016373,                        468.093
                        138.688324,                        -35.016411,                        467.299
                        138.688324,                        -35.016411,                        467.299
                        138.688042,                        -35.016534,                        467.032
                        138.687931,                        -35.016644,                        467.011
                        138.687931,                        -35.016644,                        467.011
                        138.687795,                        -35.016902,                        466.21
                        138.687747,                        -35.01704,                        467.053
                        138.687747,                        -35.01704,                        467.053
                        138.68762,                        -35.017302,                        465.711
                        138.687533,                        -35.01743,                        464.642
                        138.687533,                        -35.01743,                        464.642
                        138.687318,                        -35.017653,                        464.059
                        138.687207,                        -35.017756,                        463.465
                        138.687207,                        -35.017756,                        463.465
                        138.686967,                        -35.017962,                        463.93
                        138.686848,                        -35.018076,                        463.294
                        138.686848,                        -35.018076,                        463.294
                        138.68661,                        -35.01829,                        462.605
                        138.686483,                        -35.018393,                        461.936
                        138.686483,                        -35.018393,                        461.936
                        138.686245,                        -35.018607,                        461.246
                        138.686118,                        -35.01871,                        460.577
                        138.686118,                        -35.01871,                        460.577
                        138.685886,                        -35.01892,                        460.503
                        138.685775,                        -35.019022,                        459.909
                        138.685775,                        -35.019022,                        459.909
                        138.685552,                        -35.019235,                        459.294
                        138.685448,                        -35.019334,                        459.315
                        138.685448,                        -35.019334,                        459.315
                        138.685216,                        -35.019529,                        459.823
                        138.685088,                        -35.019625,                        460.31
                        138.685088,                        -35.019625,                        460.31
                        138.684814,                        -35.019788,                        462.374
                        138.684662,                        -35.019859,                        463.336
                        138.684662,                        -35.019859,                        463.336
                        138.684356,                        -35.019994,                        464.685
                        138.684204,                        -35.020057,                        465.073
                        138.684204,                        -35.020057,                        465.073
                        138.683907,                        -35.020203,                        466.456
                        138.683778,                        -35.020277,                        466.952
                        138.683778,                        -35.020277,                        466.952
                        138.683537,                        -35.020461,                        467.427
                        138.683425,                        -35.020549,                        467.416
                        138.683425,                        -35.020549,                        467.416
                        138.683201,                        -35.02074,                        466.81
                        138.683088,                        -35.020828,                        466.798
                        138.683088,                        -35.020828,                        466.798
                        138.682832,                        -35.020976,                        466.06
                        138.682679,                        -35.021032,                        465.875
                        138.682679,                        -35.021032,                        465.875
                        138.682363,                        -35.021104,                        466.634
                        138.682201,                        -35.02112,                        467.579
                        138.682201,                        -35.02112,                        467.579
                        138.681852,                        -35.021142,                        467.632
                        138.681689,                        -35.02115,                        468.004
                        138.681689,                        -35.02115,                        468.004
                        138.681341,                        -35.021172,                        468.057
                        138.681164,                        -35.021189,                        467.198
                        138.681164,                        -35.021189,                        467.198
                        138.680841,                        -35.02125,                        466.195
                        138.68068,                        -35.021295,                        465.977
                        138.68068,                        -35.021295,                        465.977
                        138.680376,                        -35.021415,                        464.451
                        138.680224,                        -35.021479,                        463.11
                        138.680224,                        -35.021479,                        463.11
                        138.679914,                        -35.021624,                        460.961
                        138.67977,                        -35.021706,                        460.228
                        138.67977,                        -35.021706,                        460.228
                        138.679484,                        -35.021869,                        457.031
                        138.679349,                        -35.021962,                        456.331
                        138.679349,                        -35.021962,                        456.331
                        138.679072,                        -35.02215,                        452.586
                        138.67893,                        -35.022239,                        450.697
                        138.67893,                        -35.022239,                        450.697
                        138.678699,                        -35.022419,                        448.33
                        138.678604,                        -35.022522,                        446.082
                        138.678604,                        -35.022522,                        446.082
                        138.678461,                        -35.022762,                        442.949
                        138.67839,                        -35.022889,                        441.957
                        138.67839,                        -35.022889,                        441.957
                        138.678138,                        -35.023088,                        436.59
                        138.677979,                        -35.023148,                        434.061
                        138.677979,                        -35.023148,                        434.061
                        138.677666,                        -35.023242,                        431.356
                        138.677515,                        -35.023298,                        429.442
                        138.677515,                        -35.023298,                        429.442
                        138.677203,                        -35.023429,                        427.876
                        138.677044,                        -35.023504,                        426.495
                        138.677044,                        -35.023504,                        426.495
                        138.676742,                        -35.023668,                        424.956
                        138.676599,                        -35.023757,                        424.797
                        138.676599,                        -35.023757,                        424.797
                        138.67636,                        -35.023963,                        423.539
                        138.676265,                        -35.024087,                        423.013
