             lon,lat,ele
                        138.675499,                        -35.025031,                        425.17
                        138.675371,                        -35.02512,                        425.086
                        138.675371,                        -35.02512,                        425.086
                        138.675066,                        -35.025254,                        424.711
                        138.674897,                        -35.025296,                        425.035
                        138.674897,                        -35.025296,                        425.035
                        138.674558,                        -35.025365,                        426.265
                        138.674381,                        -35.025404,                        427.13
                        138.674381,                        -35.025404,                        427.13
                        138.67405,                        -35.025491,                        428.967
                        138.673897,                        -35.025555,                        429.358
                        138.673897,                        -35.025555,                        429.358
                        138.673631,                        -35.025714,                        432.043
                        138.673503,                        -35.025803,                        431.959
                        138.673503,                        -35.025803,                        431.959
                        138.673212,                        -35.025915,                        433.396
                        138.673065,                        -35.02593,                        434.418
                        138.673065,                        -35.02593,                        434.418
                        138.672761,                        -35.025921,                        435.861
                        138.672598,                        -35.025937,                        436.808
                        138.672445,                        -35.025986,                        436.051
                        138.672308,                        -35.026042,                        435.942
                        138.672164,                        -35.026101,                        435.219
                        138.672011,                        -35.026143,                        433.888
                        138.671841,                        -35.026155,                        433.646
                        138.671685,                        -35.026145,                        433.487
                        138.671513,                        -35.026114,                        433.261
                        138.671349,                        -35.026093,                        433.068
                        138.671184,                        -35.02605,                        432.883
                        138.671027,                        -35.026003,                        433.313
                        138.670861,                        -35.025953,                        434.284
                        138.67071,                        -35.025881,                        435.337
                        138.670558,                        -35.025808,                        436.39
                        138.670414,                        -35.025731,                        438.057
                        138.670278,                        -35.025658,                        439.184
                        138.670134,                        -35.025574,                        440.278
                        138.66999,                        -35.025498,                        441.946
                        138.669839,                        -35.025425,                        442.999
                        138.669672,                        -35.025338,                        -10000
                        138.66952,                        -35.025258,                        443.309
                        138.669362,                        -35.025174,                        442.6
                        138.669219,                        -35.02509,                        441.964
                        138.669068,                        -35.02501,                        440.714
                        138.668918,                        -35.024923,                        438.889
                        138.668775,                        -35.024839,                        438.254
                        138.668632,                        -35.024755,                        437.618
                        138.668481,                        -35.024674,                        436.368
                        138.66833,                        -35.024587,                        436.274
                        138.668187,                        -35.02451,                        436.212
                        138.668044,                        -35.024426,                        435.577
                        138.667892,                        -35.024346,                        436.057
                        138.667749,                        -35.024262,                        435.422
                        138.66759,                        -35.024193,                        435.86
                        138.667424,                        -35.024121,                        436.84
                        138.667251,                        -35.024075,                        437.197
                        138.667079,                        -35.024036,                        436.398
                        138.666891,                        -35.024005,                        436.099
                        138.666712,                        -35.023984,                        435.834
                        138.666541,                        -35.023967,                        435.027
                        138.666361,                        -35.023954,                        435.336
                        138.666182,                        -35.023934,                        435.07
                        138.666011,                        -35.023925,                        434.838
                        138.665824,                        -35.023908,                        433.957
                        138.665645,                        -35.023895,                        434.266
                        138.665474,                        -35.023878,                        433.46
                        138.665295,                        -35.023865,                        433.768
                        138.665108,                        -35.023849,                        432.888
                        138.664937,                        -35.023839,                        432.656
                        138.66475,                        -35.023823,                        431.776
                        138.664564,                        -35.023806,                        430.896
                        138.664377,                        -35.023797,                        430.59
                        138.664191,                        -35.023781,                        429.71
                        138.664012,                        -35.023768,                        428.289
                        138.663833,                        -35.023748,                        428.024
                        138.663647,                        -35.023738,                        427.718
                        138.663475,                        -35.023722,                        426.913
                        138.663297,                        -35.023716,                        426.066
                        138.663126,                        -35.023706,                        425.834
                        138.662947,                        -35.023693,                        426.143
                        138.662776,                        -35.023684,                        425.912
                        138.662596,                        -35.023671,                        426.221
                        138.662418,                        -35.02368,                        426.522
                        138.66224,                        -35.023689,                        426.824
                        138.66207,                        -35.023709,                        427.158
                        138.661899,                        -35.023729,                        427.493
                        138.661728,                        -35.023742,                        428.983
                        138.661558,                        -35.023761,                        429.318
                        138.661396,                        -35.023785,                        429.112
                        138.661226,                        -35.023812,                        430.02
                        138.661064,                        -35.023843,                        430.388
                        138.660904,                        -35.023888,                        430.174
                        138.660734,                        -35.023923,                        429.927
                        138.660557,                        -35.023954,                        430.221
                        138.66038,                        -35.02397,                        429.367
                        138.660201,                        -35.023972,                        429.095
                        138.660022,                        -35.023952,                        428.831
                        138.659858,                        -35.023931,                        428.641
                        138.659701,                        -35.023884,                        429.074
                        138.659543,                        -35.023823,                        428.358
                        138.659384,                        -35.023754,                        428.799
                        138.659241,                        -35.023684,                        429.313
                        138.659091,                        -35.023619,                        429.213
                        138.658941,                        -35.023546,                        428.539
                        138.658797,                        -35.023484,                        429.627
                        138.658639,                        -35.023416,                        430.068
                        138.658489,                        -35.023365,                        431.116
                        138.658339,                        -35.023329,                        431.581
                        138.658174,                        -35.023293,                        431.973
                        138.658018,                        -35.023276,                        432.972
                        138.657846,                        -35.023259,                        433.898
                        138.657667,                        -35.023261,                        433.626
                        138.657496,                        -35.023259,                        433.97
                        138.657318,                        -35.023253,                        433.124
                        138.657147,                        -35.023244,                        432.894
                        138.656967,                        -35.023223,                        432.631
                        138.656788,                        -35.023203,                        432.367
                        138.656608,                        -35.023168,                        432.686
                        138.656443,                        -35.023125,                        432.504
                        138.65627,                        -35.023071,                        432.29
                        138.656098,                        -35.023032,                        431.494
                        138.655918,                        -35.02299,                        431.239
                        138.655746,                        -35.022951,                        430.442
                        138.655573,                        -35.022919,                        430.22
                        138.655394,                        -35.022884,                        428.809
                        138.655215,                        -35.022856,                        427.973
                        138.655036,                        -35.022821,                        426.562
                        138.654863,                        -35.022775,                        425.192
                        138.654699,                        -35.022717,                        423.863
                        138.65454,                        -35.022641,                        423.731
                        138.654397,                        -35.022564,                        423.672
                        138.654276,                        -35.022469,                        423.155
                        138.654148,                        -35.022369,                        423.178
                        138.654042,                        -35.022251,                        422.742
                        138.653936,                        -35.022133,                        422.306
                        138.65383,                        -35.022015,                        421.87
                        138.653724,                        -35.021896,                        421.435
                        138.653619,                        -35.021785,                        419.843
                        138.653513,                        -35.021667,                        419.408
                        138.653393,                        -35.021556,                        417.742
                        138.653264,                        -35.02145,                        417.192
                        138.653121,                        -35.021358,                        415.986
                        138.652978,                        -35.021267,                        414.78
                        138.652827,                        -35.021187,                        413.534
                        138.652677,                        -35.021107,                        412.287
                        138.652526,                        -35.021012,                        411.623
                        138.652375,                        -35.020939,                        410.95
                        138.652233,                        -35.020869,                        409.736
                        138.65209,                        -35.020785,                        409.105
                        138.651947,                        -35.020701,                        408.473
                        138.651804,                        -35.020617,                        407.842
                        138.651668,                        -35.020522,                        407.251
                        138.651539,                        -35.020423,                        407.275
                        138.651426,                        -35.020308,                        406.225
                        138.65132,                        -35.02019,                        405.79
                        138.65123,                        -35.020071,                        405.429
                        138.651139,                        -35.019945,                        404.494
                        138.651026,                        -35.019831,                        403.444
                        138.650905,                        -35.01972,                        403.509
                        138.650784,                        -35.019617,                        402.419
                        138.650657,                        -35.019518,                        400.714
                        138.650551,                        -35.019407,                        400.853
                        138.650484,                        -35.019291,                        400.024
                        138.650448,                        -35.019167,                        398.77
                        138.650459,                        -35.019041,                        397.736
                        138.650493,                        -35.018926,                        396.809
                        138.650512,                        -35.018804,                        395.234
                        138.650514,                        -35.018668,                        394.168
                        138.650494,                        -35.018528,                        391.839
                        138.650441,                        -35.01839,                        391.093
                        138.650374,                        -35.018259,                        389.117
                        138.650277,                        -35.018137,                        387.568
                        138.650179,                        -35.018015,                        386.018
                        138.650066,                        -35.0179,                        384.969
                        138.649991,                        -35.017774,                        384.109
                        138.649909,                        -35.017651,                        382.633
                        138.649834,                        -35.017532,                        382.346
                        138.649744,                        -35.01742,                        380.83
                        138.649646,                        -35.017305,                        379.855
                        138.649556,                        -35.017179,                        378.92
                        138.649482,                        -35.017067,                        377.478
                        138.649415,                        -35.016944,                        376.076
                        138.649371,                        -35.016809,                        374.789
                        138.649358,                        -35.016673,                        373.65
                        138.64936,                        -35.016537,                        372.584
                        138.649348,                        -35.016416,                        370.863
                        138.649282,                        -35.016307,                        368.879
                        138.649178,                        -35.016218,                        367.281
                        138.649052,                        -35.016133,                        364.995
                        138.648917,                        -35.016053,                        363.823
                        138.648767,                        -35.01598,                        361.423
                        138.648603,                        -35.015915,                        359.522
                        138.648447,                        -35.01589,                        358.22
                        138.64827,                        -35.015892,                        356.221
                        138.648109,                        -35.015922,                        354.861
                        138.647932,                        -35.015946,                        352.854
                        138.647756,                        -35.01597,                        350.847
                        138.647572,                        -35.01599,                        349.381
                        138.647379,                        -35.015992,                        347.309
                        138.647201,                        -35.016001,                        345.884
                        138.647055,                        -35.016009,                        344.606
                        138.646909,                        -35.016017,                        343.329
                        138.646778,                        -35.016017,                        341.551
                        138.646653,                        -35.015992,                        340.396
                        138.646549,                        -35.015917,                        339.947
                        138.646476,                        -35.015828,                        338.496
                        138.646409,                        -35.015712,                        337.669
                        138.646351,                        -35.015599,                        336.301
                        138.646277,                        -35.01548,                        334.285
                        138.64618,                        -35.015372,                        332.155
                        138.646053,                        -35.015288,                        329.869
                        138.645904,                        -35.01523,                        328.617
                        138.64574,                        -35.015179,                        326.135
                        138.645568,                        -35.01514,                        325.341
                        138.645397,                        -35.015116,                        323.966
                        138.645227,                        -35.015114,                        322.583
                        138.645073,                        -35.015126,                        320.691
                        138.644912,                        -35.015164,                        319.905
                        138.644768,                        -35.015208,                        318.038
                        138.644624,                        -35.015261,                        316.744
                        138.644464,                        -35.015306,                        314.803
                        138.644303,                        -35.015336,                        313.445
                        138.644126,                        -35.015368,                        312.012
                        138.643942,                        -35.015388,                        310.547
                        138.643757,                        -35.015401,                        308.508
                        138.64358,                        -35.01541,                        307.084
                        138.643403,                        -35.015419,                        305.66
                        138.643217,                        -35.015424,                        304.777
                        138.64304,                        -35.015433,                        303.354
                        138.642862,                        -35.01545,                        302.504
                        138.642693,                        -35.015469,                        301.112
                        138.642524,                        -35.015497,                        300.295
                        138.642363,                        -35.015527,                        298.937
                        138.642202,                        -35.015573,                        298.726
                        138.64205,                        -35.015614,                        297.4
                        138.641897,                        -35.015663,                        296.648
                        138.641744,                        -35.015719,                        296.47
                        138.641576,                        -35.015768,                        295.645
                        138.641416,                        -35.015828,                        294.852
                        138.641256,                        -35.015881,                        295.216
                        138.641103,                        -35.01593,                        294.464
                        138.64095,                        -35.015978,                        293.712
                        138.640789,                        -35.016024,                        293.502
                        138.640613,                        -35.01607,                        293.218
                        138.640451,                        -35.016093,                        293.016
                        138.640274,                        -35.016109,                        292.166
                        138.640096,                        -35.016126,                        291.317
                        138.639926,                        -35.016138,                        291.082
                        138.639748,                        -35.01614,                        290.815
                        138.639571,                        -35.016156,                        289.966
                        138.639392,                        -35.016165,                        290.272
                        138.639222,                        -35.01617,                        289.464
                        138.639037,                        -35.016183,                        289.156
                        138.638858,                        -35.016192,                        289.463
                        138.638681,                        -35.016209,                        288.614
                        138.638503,                        -35.016218,                        288.921
                        138.638325,                        -35.016234,                        288.072
                        138.638155,                        -35.016247,                        287.837
                        138.637994,                        -35.016263,                        287.062
                        138.637823,                        -35.016275,                        286.828
                        138.637661,                        -35.016284,                        287.208
                        138.63749,                        -35.016289,                        286.4
                        138.63732,                        -35.016301,                        286.166
                        138.63715,                        -35.016314,                        285.932
                        138.63698,                        -35.016326,                        285.698
                        138.63681,                        -35.016331,                        284.89
                        138.636648,                        -35.016347,                        284.115
                        138.636485,                        -35.016356,                        284.496
                        138.636324,                        -35.016364,                        283.147
                        138.636162,                        -35.01638,                        282.372
                        138.635992,                        -35.016385,                        281.564
                        138.635852,                        -35.016397,                        281.477
                        138.635705,                        -35.016398,                        281.358
                        138.635559,                        -35.016413,                        280.656
                        138.635419,                        -35.016417,                        279.996
                        138.635287,                        -35.016418,                        279.95
                        138.635148,                        -35.016429,                        279.863
                        138.635017,                        -35.016437,                        278.661
                        138.634878,                        -35.016448,                        278.574
                        138.634739,                        -35.016452,                        277.914
                        138.6346,                        -35.016457,                        277.253
                        138.634453,                        -35.016472,                        276.552
                        138.634314,                        -35.016476,                        275.892
                        138.634175,                        -35.016488,                        275.805
                        138.634029,                        -35.016496,                        274.53
                        138.633874,                        -35.0165,                        273.796
                        138.633727,                        -35.016509,                        274.251
                        138.63358,                        -35.016517,                        272.976
                        138.633426,                        -35.016529,                        272.816
                        138.633271,                        -35.016541,                        272.656
                        138.633124,                        -35.016541,                        272.537
                        138.632977,                        -35.01655,                        271.262
                        138.632845,                        -35.016557,                        271.791
                        138.632706,                        -35.016569,                        271.704
                        138.632582,                        -35.016572,                        271.118
                        138.632451,                        -35.01658,                        271.646
                        138.632311,                        -35.016592,                        271.56
                        138.632179,                        -35.016592,                        271.514
                        138.632047,                        -35.0166,                        272.042
                        138.631916,                        -35.016607,                        272.571
                        138.631776,                        -35.016619,                        272.485
                        138.631644,                        -35.016627,                        273.013
                        138.631513,                        -35.016634,                        273.542
                        138.631381,                        -35.016634,                        273.496
                        138.631241,                        -35.016646,                        273.41
                        138.631102,                        -35.016658,                        273.324
                        138.63097,                        -35.016665,                        273.853
                        138.630831,                        -35.016669,                        273.193
                        138.630692,                        -35.016681,                        273.107
                        138.630553,                        -35.016685,                        272.447
                        138.630414,                        -35.016689,                        271.787
                        138.630259,                        -35.016701,                        271.628
                        138.63012,                        -35.016705,                        270.969
                        138.629973,                        -35.016714,                        269.694
                        138.629819,                        -35.016718,                        268.961
                        138.629672,                        -35.016734,                        268.261
                        138.629533,                        -35.016738,                        267.601
                        138.629387,                        -35.016746,                        266.327
                        138.62924,                        -35.016754,                        265.053
                        138.629109,                        -35.016769,                        264.426
                        138.62897,                        -35.016773,                        263.767
                        138.628831,                        -35.016777,                        263.107
                        138.628685,                        -35.016785,                        261.833
                        138.628546,                        -35.016789,                        261.174
                        138.628399,                        -35.016805,                        260.474
                        138.62826,                        -35.016809,                        259.814
                        138.628121,                        -35.016813,                        259.155
                        138.627982,                        -35.016825,                        259.069
                        138.627842,                        -35.016829,                        258.41
                        138.627703,                        -35.016833,                        257.751
                        138.627564,                        -35.016837,                        257.092
                        138.627425,                        -35.016849,                        257.006
                        138.627279,                        -35.016857,                        255.732
                        138.627139,                        -35.016861,                        255.073
                        138.627,                        -35.016865,                        254.414
                        138.626861,                        -35.016869,                        253.755
                        138.62673,                        -35.016877,                        252.555
                        138.626584,                        -35.016885,                        251.281
                        138.626445,                        -35.016889,                        250.622
                        138.626305,                        -35.016893,                        249.963
                        138.626167,                        -35.016905,                        248.148
                        138.626028,                        -35.016909,                        247.489
                        138.625882,                        -35.016917,                        246.216
                        138.625751,                        -35.016924,                        245.015
                        138.625604,                        -35.016933,                        243.742
                        138.625465,                        -35.016937,                        243.083
                        138.625334,                        -35.016944,                        241.883
                        138.625195,                        -35.016956,                        241.798
                        138.625049,                        -35.016964,                        240.525
                        138.624894,                        -35.016968,                        239.793
                        138.624747,                        -35.016977,                        238.519
                        138.624601,                        -35.016992,                        237.82
                        138.624446,                        -35.016997,                        237.088
                        138.6243,                        -35.017005,                        235.815
                        138.624154,                        -35.017005,                        233.968
                        138.624014,                        -35.017009,                        233.309
                        138.623876,                        -35.017021,                        231.495
                        138.623761,                        -35.017028,                        230.368
                        138.623661,                        -35.017035,                        229.315
                        138.62357,                        -35.017074,                        228.285
                        138.623497,                        -35.01715,                        226.739
                        138.623462,                        -35.017243,                        225.945
                        138.623468,                        -35.017368,                        225.322
                        138.623482,                        -35.017496,                        224.158
                        138.623488,                        -35.017621,                        223.535
                        138.623502,                        -35.01775,                        222.371
                        138.623515,                        -35.017871,                        222.363
                        138.623528,                        -35.017992,                        222.354
                        138.623542,                        -35.018113,                        222.346
                        138.623547,                        -35.018231,                        221.149
                        138.623545,                        -35.01836,                        221.642
                        138.623543,                        -35.018481,                        221.56
                        138.62354,                        -35.018603,                        221.479
                        138.623523,                        -35.018725,                        221.325
                        138.623505,                        -35.018847,                        221.17
                        138.623494,                        -35.018965,                        221.63
                        138.623501,                        -35.01909,                        219.278
                        138.62353,                        -35.019211,                        219.343
                        138.623566,                        -35.019335,                        218.867
                        138.623611,                        -35.019448,                        218.431
                        138.623655,                        -35.019561,                        217.996
                        138.623683,                        -35.019681,                        218.061
                        138.623712,                        -35.019802,                        218.126
                        138.623733,                        -35.019926,                        217.577
                        138.623739,                        -35.020051,                        216.955
                        138.62376,                        -35.020176,                        216.406
                        138.623765,                        -35.020294,                        216.939
                        138.623763,                        -35.020415,                        216.858
                        138.623737,                        -35.020519,                        216.098
                        138.623694,                        -35.020616,                        216.42
                        138.623652,                        -35.020706,                        216.168
                        138.623601,                        -35.020792,                        216.458
                        138.623542,                        -35.02086,                        216.141
                        138.623451,                        -35.020914,                        216.26
                        138.623353,                        -35.020972,                        215.765
                        138.623255,                        -35.021045,                        216.417
                        138.623189,                        -35.021132,                        216.633
                        138.623107,                        -35.021219,                        216.777
                        138.623034,                        -35.02131,                        216.379
                        138.622952,                        -35.021404,                        217.096
                        138.622871,                        -35.021491,                        217.24
                        138.622789,                        -35.021579,                        217.383
                        138.622691,                        -35.021659,                        218.61
                        138.622578,                        -35.021732,                        219.189
                        138.622455,                        -35.02178,                        220.317
                        138.622324,                        -35.021817,                        221.414
                        138.6222,                        -35.021843,                        222.55
                        138.622061,                        -35.021869,                        223.614
                        138.621922,                        -35.021896,                        224.677
                        138.621791,                        -35.021925,                        225.199
                        138.621659,                        -35.021955,                        227.451
                        138.621536,                        -35.021996,                        228.006
                        138.621413,                        -35.022051,                        229.709
                        138.621307,                        -35.022121,                        230.903
                        138.621208,                        -35.022186,                        232.711
                        138.62111,                        -35.022259,                        233.364
                        138.621019,                        -35.022328,                        234.631
                        138.620945,                        -35.022419,                        235.963
                        138.620887,                        -35.022516,                        236.213
                        138.620867,                        -35.022616,                        237.797
                        138.620864,                        -35.022723,                        238.299
                        138.620876,                        -35.02283,                        238.873
                        138.620895,                        -35.022932,                        240.062
                        138.620915,                        -35.023035,                        241.252
                        138.620926,                        -35.023134,                        242.982
                        138.62093,                        -35.023222,                        242.95
                        138.620948,                        -35.02331,                        244.721
                        138.620959,                        -35.023394,                        245.304
                        138.620962,                        -35.023468,                        245.854
                        138.620972,                        -35.02353,                        246.445
                        138.620982,                        -35.023571,                        247.044
                        138.620974,                        -35.023589,                        247.577
                        138.620974,                        -35.023597,                        248.151
                        138.620974,                        -35.023597,                        248.151
                        138.620974,                        -35.023597,                        248.151
                        138.620982,                        -35.0236,                        249.339
                        138.620973,                        -35.023597,                        249.881
                        138.620973,                        -35.023597,                        249.881
                        138.620981,                        -35.023593,                        250.495
                        138.620981,                        -35.0236,                        251.069
